"","iata","airport","city","state","country","lat","long"
"2174","M59","Richton-Perry County","Richton","MS","USA",31.31739944,-88.93504778
"2175","M60","Woodruff County","Augusta","AR","USA",35.27175278,-91.27040417
"2176","M65","Wynne Municipal","Wynne","AR","USA",35.23160167,-90.76155111
"2177","M70","Pocahontas Municipal","Pocahontas","AR","USA",36.24551111,-90.95520444
"2178","M72","New Albany-Union County","New Albany","MS","USA",34.54722222,-89.02416667
"2179","M73","Almyra Municipal","Almyra","AR","USA",34.41232833,-91.46634722
"2180","M75","Malta","Malta","MT","USA",48.36694167,-107.9193444
"2181","M76","Picayune Municipal","Picayune","MS","USA",30.48748472,-89.65119306
"2182","M77","Howard County","Nashville","AR","USA",33.99673833,-93.83813583
"2183","M78","Malvern Municipal","Malvern","AR","USA",34.33331583,-92.76149944
"2184","M79","John H Hooks Jr Memorial","Rayville","LA","USA",32.48633611,-91.77087528
"2185","M82","Madison County Executive ","Huntsville","AL","USA",34.85645028,-86.55621472
"2186","M83","McCharen ","West Point","MS","USA",33.58403556,-88.66668694
"2187","M89","Dexter B. Florence Memorial ","Arkadelphia","AR","USA",34.09984639,-93.06611694
"2188","M91","Springfield-Robertson County","Springfield","TN","USA",36.53726194,-86.92068917
"2189","M95","Richard Arthur ","Fayette","AL","USA",33.71221972,-87.81504639
"2190","M97","Tunica Municipal","Tunica","MS","USA",34.69232306,-90.35065389
"2191","M99","Saline County/Watts ","Benton","AR","USA",34.55656472,-92.60693972
"2192","MAC","Herbert Smart Downtown","Macon","GA","USA",32.82213889,-83.56202778
"2193","MAE","Madera Municipal","Madera","CA","USA",36.9857175,-120.1119844
"2194","MAF","Midland International","Midland","TX","USA",31.94252778,-102.2019139
"2195","MAI","Marianna Municipal","Marianna","FL","USA",30.83780556,-85.18188889
"2196","MAL","Malone-Dufort","Malone","NY","USA",44.85365722,-74.32894972
"2197","MAO","Marion County","Marion","SC","USA",34.18116667,-79.33472222
"2198","MAW","Malden Municipal","Malden","MO","USA",36.60055694,-89.99220278
"2199","MAZ","Eugenio Maria De Hostos","Mayaguez","PR","USA",18.25569444,-67.14847222
"2200","MBG","Mobridge Municipal","Mobridge","SD","USA",45.54650361,-100.4079192
"2201","MBL","Manistee County Blacker","Manistee","MI","USA",44.27319722,-86.2490025
"2202","MBO","Bruce Campbell ","Madison","MS","USA",32.43866444,-90.10309222
"2203","MBS","Mbs International","Saginaw","MI","USA",43.53291472,-84.07964722
"2204","MBT","Murfreesboro Municipal","Murfreesboro","TN","USA",35.87748444,-86.37753222
"2205","MBY","Omar N Bradley","Moberly","MO","USA",39.46392583,-92.42759778
"2206","MCB","McComb-Pike County","McComb","MS","USA",31.17845444,-90.47187528
"2207","MCD","Mackinac Island","Mackinac Island","MI","USA",45.86493444,-84.63734444
"2208","MCE","Merced Municipal/MacReady ","Merced","CA","USA",37.28472861,-120.5138858
"2209","MCG","McGrath","McGrath","AK","USA",62.95287361,-155.6057625
"2210","MCI","Kansas City International","Kansas City","MO","USA",39.29760528,-94.71390556
"2211","MCK","McCook Municipal","McCook","NE","USA",40.20638889,-100.5918056
"2212","MCN","Middle Georgia Regional","Macon","GA","USA",32.69284944,-83.64921083
"2213","MCO","Orlando International","Orlando","FL","USA",28.42888889,-81.31602778
"2214","MCW","Mason City Municipal","Mason City","IA","USA",43.1577925,-93.33126056
"2215","MCX","White County","Monticello","IN","USA",40.70881639,-86.76676139
"2216","MCZ","Martin County","Williamston","NC","USA",35.86219306,-77.17820278
"2217","MDD","Midland Airpark","Midland","TX","USA",32.03652444,-102.1010278
"2218","MDF","Mooreland Municipal","Mooreland","OK","USA",36.48475778,-99.19415778
"2219","MDH","Southern Illinois ","Carbondale","IL","USA",37.77809583,-89.25203111
"2220","MDR","Medfra","Medfra","AK","USA",63.10577694,-154.7189806
"2221","MDS","Madison Municipal","Madison","SD","USA",44.01597222,-97.08593333
"2222","MDT","Harrisburg Intl","Harrisburg","PA","USA",40.19349528,-76.76340361
"2223","MDW","Chicago Midway","Chicago","IL","USA",41.7859825,-87.75242444
"2224","MDZ","Taylor County ","Medford","WI","USA",45.10097556,-90.30341
"2225","MEB","Laurinburg-Maxton","Maxton","NC","USA",34.79193917,-79.36584778
"2226","MEI","Key ","Meridian","MS","USA",32.33313333,-88.75120556
"2227","MEJ","Meade Municipal","Meade","KS","USA",37.27938889,-100.3563056
"2228","MEM","Memphis International","Memphis","TN","USA",35.04241667,-89.97666667
"2229","MER","Castle","Atwater","CA","USA",37.38048056,-120.5681889
"2230","MEV","Minden-Tahoe","Minden","NV","USA",39.00030889,-119.7508064
"2231","MEY","Mapleton Municipal","Mapleton","IA","USA",42.178295,-95.79364528
"2232","MFD","Mansfield Lahm Municipal","Mansfield","OH","USA",40.82141667,-82.51663889
"2233","MFE","McAllen Miller International","McAllen","TX","USA",26.17583333,-98.23861111
"2234","MFI","Marshfield Municipal","Marshfield","WI","USA",44.63687972,-90.18932667
"2235","MFR","Rogue Valley International","Medford","OR","USA",42.37422778,-122.8734978
"2236","MFV","Accomack County","Melfa","VA","USA",37.64688889,-75.76105556
"2237","MGC","Michigan City Municipal","Michigan City","IN","USA",41.70331694,-86.82124167
"2238","MGJ","Orange Cty","Montgomery","NY","USA",41.50998278,-74.26465056
"2239","MGM","Montgomery Regional Apt","Montgomery","AL","USA",32.30064417,-86.39397611
"2240","MGR","Moultrie Municipal","Moultrie","GA","USA",31.08490917,-83.80325528
"2241","MGW","Morgantown Muni-Walter L. Bill Hart Fld.","Morgantown","WV","USA",39.6429075,-79.91631417
"2242","MGY","Dayton Wright Brothers","Dayton","OH","USA",39.58897222,-84.22486111
"2243","MHE","Mitchell Municipal","Mitchell","SD","USA",43.77483333,-98.03861111
"2244","MHK","Manhattan Regional","Manhattan","KS","USA",39.14096722,-96.67083278
"2245","MHL","Marshall Memorial Municipal","Marshall","MO","USA",39.09575472,-93.20287889
"2246","MHM","Minchumina","Minchumina","AK","USA",63.880565,-152.3006756
"2247","MHP","Metter Municipal","Metter","GA","USA",32.37388889,-82.07919444
"2248","MHR","Sacramento Mather","Sacramento","CA","USA",38.55389694,-121.2975908
"2249","MHT","Manchester","Manchester","NH","USA",42.93451639,-71.43705583
"2250","MHV","Mojave","Mojave","CA","USA",35.05936472,-118.1518561
"2251","MIA","Miami International","Miami","FL","USA",25.79325,-80.29055556
"2252","MIB","Minot AFB",NA,NA,"USA",48.415769,-101.358039
"2253","MIC","Crystal","Minneapolis","MN","USA",45.06198611,-93.3539375
"2254","MIE","Delaware County","Muncie","IN","USA",40.24234806,-85.39586
"2255","MIO","Miami Municipal","Miami","OK","USA",36.90922083,-94.88750028
"2256","MIT","Shafter-Minter ","Shafter","CA","USA",35.50592944,-119.1915236
"2257","MIV","Millville Muni ","Millville","NJ","USA",39.36780556,-75.07222222
"2258","MIW","Marshalltown Municipal","Marshalltown","IA","USA",42.11272639,-92.91778778
"2259","MJQ","Jackson Municipal","Jackson","MN","USA",43.65004111,-94.98654611
"2260","MJX","Robert J. Miller Airpark","Toms River","NJ","USA",39.92749806,-74.29237917
"2261","MKA","Miller Municipal","Miller","SD","USA",44.52524444,-98.95811444
"2262","MKC","Downtown","Kansas City","MO","USA",39.12324111,-94.592735
"2263","MKE","General Mitchell International","Milwaukee","WI","USA",42.94722222,-87.89658333
"2264","MKG","Muskegon County","Muskegon","MI","USA",43.16948806,-86.23822306
"2265","MKJ","Mountain Empire","Marion","VA","USA",36.8948525,-81.349955
"2266","MKK","Molokai","Kaunakakai","HI","USA",21.15288583,-157.0962561
"2267","MKL","McKellar-Sipes Regional","Jackson","TN","USA",35.59987944,-88.91561611
"2268","MKO","Davis ","Muskogee","OK","USA",35.65773028,-95.36164889
"2269","MKT","Mankato Regional","Mankato","MN","USA",44.22164528,-93.91874333
"2270","MKV","Marksville Municipal","Marksville","LA","USA",31.09466,-92.06906861
"2271","MKY","Marco Island","Marco Island","FL","USA",25.99502778,-81.67252778
"2272","MLB","Melbourne International ","Melbourne","FL","USA",28.10275,-80.64580556
"2273","MLC","McAlester Regional","McAlester","OK","USA",34.88240194,-95.78346278
"2274","MLE","Millard","Omaha","NE","USA",41.196,-96.11227778
"2275","MLF","Milford Municipal","Milford","UT","USA",38.4266325,-113.0124564
"2276","MLI","Quad City","Moline","IL","USA",41.44852639,-90.50753917
"2277","MLJ","Baldwin County","Milledgeville","GA","USA",33.15419444,-83.24061111
"2278","MLL","Marshall","Marshall","AK","USA",61.8659225,-162.0690456
"2279","MLS","Frank Wiley ","Miles City","MT","USA",46.42795972,-105.8862397
"2280","MLT","Millinocket Municipal","Millinocket","ME","USA",45.64783611,-68.68556194
"2281","MLU","Monroe Regional","Monroe","LA","USA",32.51086556,-92.03768778
"2282","MLY","Manley Hot Springs","Manley Hot Springs","AK","USA",64.99756472,-150.6441297
"2283","MMH","Mammoth Yosemite","Mammoth Lakes","CA","USA",37.62404861,-118.8377722
"2284","MMI","McMinn County","Athens","TN","USA",35.39730333,-84.56256861
"2285","MMK","Meriden-Markham Municipal","Meriden","CT","USA",41.50871472,-72.82947833
"2286","MML","Marshall Muni - Ryan ","Marshall","MN","USA",44.45006611,-95.82234028
"2287","MMU","Morristown Municipal","Morristown","NJ","USA",40.79935,-74.41487472
"2288","MMV","McMinnville Muni","McMinnville","OR","USA",45.19444444,-123.1359444
"2289","MNF","Mountain View","Mountain View","MO","USA",36.99282694,-91.71445611
"2290","MNI","Clarendon County","Manning","SC","USA",33.58711111,-80.20866667
"2291","MNM","Menominee-Marinette Twin County","Menominee","MI","USA",45.12665028,-87.63844056
"2292","MNN","Marion Municipal","Marion","OH","USA",40.61625,-83.06347222
"2293","MNV","Monroe County","Madisonville","TN","USA",35.54537222,-84.380235
"2294","MNZ","Hamilton Municipal","Hamilton","TX","USA",31.66592639,-98.1486375
"2295","MO6","Washington Memorial","Washington","MO","USA",38.59163472,-90.99761444
"2296","MO85","Lawrence Smith Memorial","Harrisonville","MO","USA",38.61102222,-94.34213056
"2297","MOB","Mobile Regional","Mobile","AL","USA",30.69141667,-88.24283333
"2298","MOD","Modesto City-County-Harry Sham ","Modesto","CA","USA",37.62581722,-120.9544214
"2299","MOP","Mount Pleasant Municipal","Mount Pleasant","MI","USA",43.62166833,-84.737485
"2300","MOR","Moore-Murrell","Morristown","TN","USA",36.17939639,-83.37544944
"2301","MOT","Minot International","Minot","ND","USA",48.25937778,-101.2803339
"2302","MOU","Mountain Village","Mountain Village","AK","USA",62.09536222,-163.6820594
"2303","MOX","Morris Municipal","Morris","MN","USA",45.56651667,-95.96763611
"2304","MPE","Philadelphia Municipal","Philadelphia","MS","USA",32.7995775,-89.12589472
"2305","MPJ","Petit Jean Park","Morrilton","AR","USA",35.13886306,-92.90919694
"2306","MPO","Pocono Mountains Muni","Mount Pocono","PA","USA",41.1374775,-75.37887833
"2307","MPR","McPherson","McPherson","KS","USA",38.35243722,-97.69133028
"2308","MPV","Edward F Knapp State","Barre-Montpelier","VT","USA",44.203505,-72.56232944
"2309","MPZ","Mount Pleasant Municipal","Mount Pleasant","IA","USA",40.94661389,-91.511075
"2310","MQB","Macomb Municipal","Macomb","IL","USA",40.52034556,-90.65246389
"2311","MQI","Dare County Regional","Manteo","NC","USA",35.91898806,-75.69553944
"2312","MQJ","Mount Comfort","Indianapolis","IN","USA",39.84348556,-85.89706389
"2313","MQT","Marquette County Airport",NA,NA,"USA",46.353639,-87.395361
"2314","MQW","Telfair-Wheeler","McRae","GA","USA",32.09577778,-82.88002778
"2315","MQY","Smyrna","Smyrna","TN","USA",36.00897944,-86.52007667
"2316","MRB","Eastern Wv Reg/Shephard ","Martinsburg","WV","USA",39.40193278,-77.98458139
"2317","MRC","Maury County","Columbia-Mt Pleasant","TN","USA",35.55413889,-87.17891667
"2318","MRF","Marfa Municipal","Marfa","TX","USA",30.37147222,-104.0166944
"2319","MRH","Michael J. Smith","Beaufort","NC","USA",34.73355028,-76.66059611
"2320","MRI","Merrill ","Anchorage","AK","USA",61.21437861,-149.8461614
"2321","MRJ","Iowa County","Mineral Point","WI","USA",42.88532917,-90.23198583
"2322","MRN","Morganton-Lenoir","Morganton","NC","USA",35.82149222,-81.61073639
"2323","MRY","Monterey Peninsula","Monterey","CA","USA",36.5869825,-121.8429478
"2324","MSA","Mount Pleasant Municipal","Mount Pleasant","TX","USA",33.12936111,-94.97563889
"2325","MSL","Northwest Alabama Regional ","Muscle Shoals","AL","USA",34.74532028,-87.61023222
"2326","MSN","Dane County Regional","Madison","WI","USA",43.13985778,-89.33751361
"2327","MSO","Missoula International","Missoula","MT","USA",46.91630556,-114.0905556
"2328","MSP","Minneapolis-St Paul Intl","Minneapolis","MN","USA",44.88054694,-93.2169225
"2329","MSS","Massena Int'l-Richards ","Massena","NY","USA",44.93582722,-74.84554583
"2330","MSV","Sullivan Cty Intl","Monticello","NY","USA",41.70164917,-74.79501389
"2331","MSY","New Orleans International ","New Orleans","LA","USA",29.99338889,-90.25802778
"2332","MTH","Florida Keys Marathon","Marathon","FL","USA",24.72614083,-81.05137806
"2333","MTJ","Montrose Regional","Montrose","CO","USA",38.50886722,-107.8938333
"2334","MTM","Metlakatla SPB","Metlakatla","AK","USA",55.13104528,-131.5780675
"2335","MTN","Martin State","Baltimore","MD","USA",39.32566333,-76.41376556
"2336","MTO","Coles County Memorial","Mattoon-Charleston","IL","USA",39.47793722,-88.27923833
"2337","MTP","Montauk","Montauk","NY","USA",41.07694333,-71.92039972
"2338","MTV","Blue Ridge","Martinsville","VA","USA",36.63074861,-80.01834917
"2339","MTW","Manitowoc County","Manitowoc","WI","USA",44.1287725,-87.68058472
"2340","MUE","Waimea-Kohala","Kamuela","HI","USA",20.00132694,-155.6681072
"2341","MUT","Muscatine Municipal","Muscatine","IA","USA",41.36786333,-91.14821639
"2342","MVC","Monroe County","Monroeville","AL","USA",31.45805306,-87.35104028
"2343","MVE","Montevideo-Chippewa County ","Montevideo","MN","USA",44.96905556,-95.71025
"2344","MVI","Monte Vista Muni","Monte Vista","CO","USA",37.52855833,-106.0460533
"2345","MVL","Morrisville-Stowe State","Morrisville","VT","USA",44.53460806,-72.61400444
"2346","MVM","Machias Valley","Machias","ME","USA",44.70311111,-67.47861111
"2347","MVN","Mt Vernon-Outland","Mt. Vernon","IL","USA",38.32335444,-88.85847917
"2348","MVY","Marthas Vineyard","Marthas Vineyard","MA","USA",41.39302583,-70.6143325
"2349","MWA","Williamson County","Marion","IL","USA",37.75313528,-89.01159694
"2350","MWC","Lawrence J Timmerman","Milwaukee","WI","USA",43.11092694,-88.03442194
"2351","MWH","Grant County","Moses Lake","WA","USA",47.20770806,-119.3201897
"2352","MWK","Mount Airy-Surry County","Mount Airy","NC","USA",36.459735,-80.55295722
"2353","MWL","Mineral Wells Municipal","Mineral Wells","TX","USA",32.78160556,-98.060175
"2354","MWM","Windom Municipal","Windom","MN","USA",43.91340167,-95.10940833
"2355","MWO","Hook Field Municipal","Middletown","OH","USA",39.53102778,-84.39527778
"2356","MXA","Manila Municipal","Manila","AR","USA",35.89444444,-90.15456944
"2357","MXO","Monticello Municipal","Monticello","IA","USA",42.22611111,-91.16708333
"2358","MYF","Montgomery ","San Diego","CA","USA",32.81573306,-117.1395664
"2359","MYK","May Creek","May Creek","AK","USA",61.33567417,-142.686775
"2360","MYL","McCall","McCall","ID","USA",44.88879556,-116.1017497
"2361","MYR","Myrtle Beach International","Myrtle Beach","SC","USA",33.67975,-78.92833333
"2362","MYU","Mekoryuk","Mekoryuk","AK","USA",60.37142,-166.2706083
"2363","MYV","Yuba County","Marysville","CA","USA",39.09777278,-121.569825
"2364","MYZ","Marysville Municipal","Marysville","KS","USA",39.85416833,-96.63021389
"2365","MZJ","Pinal Airpark","Marana","AZ","USA",32.50984389,-111.3253339
"2366","MZZ","Marion Municipal","Marion","IN","USA",40.49037278,-85.67914389
"2367","N00","Maben","Lexington","NY","USA",42.27230778,-74.39403667
"2368","N03","Cortland Cty-Chase ","Cortland","NY","USA",42.59264528,-76.2148825
"2369","N04","Griswold","Madison","CT","USA",41.27118222,-72.54972972
"2370","N07","Lincoln Park","Lincoln Park","NJ","USA",40.94752444,-74.31450139
"2371","N10","Perkiomen Valley","Collegeville","PA","USA",40.20404833,-75.43026306
"2372","N12","Lakewood","Lakewood","NJ","USA",40.0667825,-74.17764167
"2373","N13","Bloomsburg Muni","Bloomsburg","PA","USA",40.99778111,-76.43605583
"2374","N14","Flying W","Lumbrerton","NJ","USA",39.93427778,-74.80725
"2375","N23","Sidney Muni","Sidney","NY","USA",42.30258,-75.41595639
"2376","N24","Questa Municipal Nr 2","Questa","NM","USA",36.80030556,-105.5975
"2377","N25","Westport ","Westport, NY","NY","USA",44.15838611,-73.43290444
"2378","N27","Bradford County","Towanda","PA","USA",41.74324028,-76.44457083
"2379","N29","Magdalena","Magdalena","NM","USA",34.09450778,-107.2978142
"2380","N30","Cherry Ridge","Honesdale","PA","USA",41.51533861,-75.25148139
"2381","N35","Punxsutawney Muni","Punxsutawney","PA","USA",40.96667472,-78.93000528
"2382","N37","Monticello","Monticello ","NY","USA",41.62249167,-74.70141111
"2383","N38","Grand Canyon State","Wellsboro","PA","USA",41.72790028,-77.39651139
"2384","N40","Sky Manor ","Pittstown","NJ","USA",40.56626889,-74.97864139
"2385","N47","Pottstown Muni","Pottstown","PA","USA",40.26040083,-75.67085306
"2386","N51","Solberg-Hunterdon","Readington","NJ","USA",40.58286278,-74.73656222
"2387","N53","Stroudsburg-Pocono","East Stroudsburg","PA","USA",41.03587167,-75.16067889
"2388","N57","New Garden Flying ","Toughkenamon","PA","USA",39.83052639,-75.76974472
"2389","N66","Oneonta Muni","Oneonta","NY","USA",42.52476694,-75.06446167
"2390","N67","Wings ","Ambler","PA","USA",40.13647333,-75.26702972
"2391","N68","Chambersburg Muni","Chambersburg","PA","USA",39.97295167,-77.64326778
"2392","N69","Stormville","Stormville","NY","USA",41.57698222,-73.73235278
"2393","N72","Warwick Muni","Warwick","NY","USA",41.28759361,-74.28709472
